BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.47179,-1.7719,-1.62354,-0.0194661,-0.228348,-0.439114,-0.372262,-0.794527,0.0772631,6.64162,0.20174,0.149592,186000,325
-2.53629,-1.81175,-1.67378,-0.0280293,-0.148505,-0.464608,-0.161188,-0.934494,0.0769841,6.62416,0.200492,0.148839,187000,327
-2.53303,-1.8138,-1.71217,0.091629,-0.193851,-0.377788,-0.199046,-0.920235,0.0743455,6.5806,0.202869,0.149307,188000,331
-2.42182,-1.70651,-1.5783,-0.0735092,-0.327698,-0.381439,-0.577939,-0.82691,0.0798132,6.7223,0.201696,0.151309,189000,334
-2.4254,-1.6498,-1.52183,0.0779378,-0.473711,-0.421584,-0.502643,-1.01371,0.0741605,6.61636,0.1995,0.148455,190000,338
-2.31062,-1.57742,-1.46335,-0.152777,-0.474477,-0.440988,-0.765135,-1.02027,0.075663,6.66481,0.199147,0.148888,191000,341
-2.36625,-1.53559,-1.38424,-0.331798,-0.459926,-0.625107,-0.754315,-1.01585,0.0824499,6.58769,0.200167,0.149119,192000,344
-2.06269,-1.3123,-1.21665,-0.327796,-0.731417,-0.662305,-1.23583,-0.991711,0.0729642,6.69391,0.201549,0.149158,193000,347
-2.10487,-1.3307,-1.21121,-0.440308,-0.675048,-0.724761,-1.22089,-1.07674,0.0756364,6.6453,0.199251,0.147188,194000,349
-2.14631,-1.32971,-1.19989,-0.368013,-0.666919,-0.647028,-1.34159,-0.978941,0.0748377,6.61966,0.19857,0.150264,195000,353
-2.25501,-1.36616,-1.23338,-0.414121,-0.647329,-0.629894,-1.1464,-1.14804,0.0821395,6.72647,0.201968,0.147444,196000,356
-2.46794,-1.55025,-1.44855,-0.233455,-0.461599,-0.590186,-0.504487,-1.21051,0.0782998,6.71639,0.199794,0.150002,197000,360
-2.28158,-1.45516,-1.34148,-0.314873,-0.578831,-0.575608,-0.831487,-1.09888,0.0780842,6.68492,0.198933,0.150939,198000,363
-2.35298,-1.41406,-1.27414,-0.445541,-0.633234,-0.654897,-0.815263,-1.32058,0.0852584,6.56293,0.197192,0.148516,199000,366
-2.14365,-1.05609,-0.961342,-0.730547,-1.02055,-0.981695,-1.22141,-1.44928,0.0865895,6.74693,0.199133,0.150599,200000,370
-1.94954,-0.95616,-0.841214,-0.732871,-1.06734,-1.01562,-1.69011,-1.31022,0.0863323,6.66088,0.199586,0.148382,201000,373
-1.79428,-0.990931,-0.896488,-0.723655,-1.02316,-0.902376,-1.84475,-1.18488,0.0799928,6.66695,0.201213,0.149596,202000,376
-2.06944,-1.03749,-0.913836,-0.776969,-0.978574,-0.913241,-1.65138,-1.2814,0.0860354,6.67869,0.199459,0.149184,203000,379
-2.03019,-1.10024,-0.996341,-0.621066,-0.960124,-0.884,-1.4652,-1.223,0.0838973,6.58096,0.203096,0.147321,204000,381
-2.13451,-1.12123,-1.04555,-0.656852,-0.873671,-0.873758,-1.26812,-1.34998,0.0853355,6.69504,0.199145,0.148462,205000,384
-2.09236,-1.20003,-1.10116,-0.416293,-0.869375,-0.746983,-1.34702,-1.18205,0.0843191,6.6075,0.19842,0.150395,206000,388
-2.11244,-1.37788,-1.22325,-0.381071,-0.670871,-0.627142,-1.12258,-1.01949,0.0719476,6.68138,0.198531,0.148968,207000,391
-2.19329,-1.4757,-1.34969,-0.324014,-0.565903,-0.623406,-0.794865,-1.08679,0.0803793,6.6325,0.198936,0.151425,208000,394
-2.14315,-1.36122,-1.21991,-0.40133,-0.607377,-0.711917,-1.07957,-1.0326,0.0742301,6.57334,0.202175,0.152343,209000,397
-2.09638,-1.36659,-1.18375,-0.397792,-0.64762,-0.650428,-1.21378,-1.02267,0.0801269,6.72373,0.199987,0.150176,210000,400
-2.20238,-1.43505,-1.36439,-0.416791,-0.503949,-0.623018,-0.840809,-1.03121,0.0786316,6.76081,0.202114,0.149516,211000,403
-2.28958,-1.4477,-1.30289,-0.395233,-0.54958,-0.658032,-0.943784,-1.01486,0.0743848,6.67851,0.199096,0.147612,212000,405
-1.96472,-1.26549,-1.15277,-0.372171,-0.762135,-0.686783,-1.319,-1.16798,0.0753992,6.65419,0.200366,0.149149,213000,407
-1.96285,-1.10409,-0.961082,-0.640105,-0.907644,-0.886724,-1.51985,-1.28109,0.0745788,6.58849,0.198706,0.147669,214000,409
-1.82346,-1.02036,-0.851257,-0.877875,-0.976161,-0.976731,-1.71732,-1.18304,0.0759124,6.6505,0.200575,0.150563,215000,412
-2.15301,-1.15303,-1.0598,-0.692282,-0.809217,-0.913948,-1.18345,-1.34787,0.0846269,6.72972,0.198728,0.14906,216000,414
-2.03373,-1.12611,-0.993741,-0.636667,-0.886878,-0.831649,-1.62959,-1.16327,0.0815686,6.69264,0.19666,0.14786,217000,416
-2.17562,-1.16337,-1.03465,-0.727892,-0.843672,-0.941822,-1.14277,-1.37789,0.0856368,6.63401,0.199906,0.149525,218000,418
-2.17742,-1.5681,-1.42468,-0.0778595,-0.430513,-0.489736,-0.878865,-0.984842,0.0685377,6.54878,0.201902,0.149144,219000,420
-2.31101,-1.37172,-1.22968,-0.480043,-0.654833,-0.691116,-0.971135,-1.14163,0.0812317,6.71314,0.19917,0.150697,220000,423
-2.21125,-1.28615,-1.16776,-0.59932,-0.686077,-0.8132,-1.10745,-1.21014,0.0867121,6.65287,0.200668,0.147843,221000,425
-2.21029,-1.21154,-1.13232,-0.562036,-0.757721,-0.864852,-1.2031,-1.17675,0.085492,6.60072,0.198574,0.150847,222000,427
-2.1323,-1.17969,-1.0852,-0.461876,-0.904308,-0.748212,-1.48206,-1.13201,0.0859291,6.67666,0.198416,0.149018,223000,429
-2.19135,-1.35959,-1.25852,-0.279131,-0.617881,-0.69353,-1.09646,-0.967627,0.0780899,6.54482,0.198318,0.150803,224000,432
-2.34476,-1.39931,-1.29975,-0.427891,-0.567541,-0.724956,-0.870895,-1.13379,0.08711,6.77168,0.198606,0.149433,225000,435
-2.08497,-1.44439,-1.29766,-0.228357,-0.653098,-0.55595,-1.11434,-1.0278,0.0753556,6.57732,0.197159,0.148122,226000,438
-2.56312,-1.58741,-1.44662,-0.200797,-0.489623,-0.470347,-0.677858,-1.0945,0.0812782,6.59268,0.198476,0.149192,227000,442
-2.24402,-1.57251,-1.45689,-0.213613,-0.440796,-0.540498,-0.768043,-0.876883,0.0748313,6.75434,0.196483,0.148467,228000,445
-2.40632,-1.69929,-1.57949,-0.0104039,-0.386105,-0.323621,-0.638474,-0.936238,0.0786455,6.78003,0.199416,0.148874,229000,449
-2.24173,-1.44533,-1.29017,-0.351003,-0.619546,-0.548934,-1.00586,-1.12099,0.0794385,6.67803,0.202961,0.147677,230000,451
-2.07765,-1.34142,-1.23664,-0.410422,-0.711882,-0.682322,-1.09709,-1.13689,0.0794051,6.64082,0.199501,0.150267,231000,453
-2.3634,-1.52996,-1.39642,-0.270472,-0.518333,-0.57935,-0.697965,-1.17731,0.083037,6.63452,0.196469,0.149887,232000,457
-2.42385,-1.55093,-1.38063,-0.277423,-0.466229,-0.63665,-0.626875,-1.20943,0.0832699,6.54954,0.197681,0.150232,233000,460
-2.28182,-1.47396,-1.34031,-0.36443,-0.523523,-0.652333,-0.872733,-1.11573,0.0858543,6.75983,0.198935,0.148746,234000,463
-2.23705,-1.46016,-1.33375,-0.380171,-0.554621,-0.688052,-0.759257,-1.20424,0.0772506,6.69986,0.197358,0.147802,235000,465
-2.25938,-1.58363,-1.46021,0.00311551,-0.510945,-0.41798,-0.841304,-0.962057,0.0684929,6.56996,0.197911,0.148301,236000,469
-2.49085,-1.72452,-1.60996,-0.14629,-0.242648,-0.497569,-0.210303,-1.16052,0.076391,6.67965,0.198323,0.148581,237000,472
-2.48895,-1.84329,-1.69996,0.0314671,-0.195589,-0.390869,-0.0778083,-1.06748,0.0751372,6.70463,0.19797,0.147273,238000,474
-2.38626,-1.65536,-1.53263,-0.249013,-0.297658,-0.545045,-0.322448,-1.20011,0.0762995,6.63255,0.201793,0.148448,239000,477
-2.70548,-1.5967,-1.52242,-0.244961,-0.396506,-0.628341,-0.185147,-1.26009,0.0895885,6.72306,0.199721,0.147715,240000,480
-2.53123,-1.75495,-1.61677,-0.0731988,-0.240963,-0.446175,-0.391519,-1.02338,0.0819318,6.64968,0.199605,0.147385,241000,483
-2.48545,-1.73356,-1.60694,-0.0547405,-0.288993,-0.469086,-0.371021,-0.942098,0.0808969,6.70976,0.199379,0.147911,242000,486
-2.391,-1.60812,-1.4752,-0.127234,-0.537868,-0.444986,-0.769592,-1.027,0.0832168,6.67247,0.198724,0.147359,243000,490
-2.32113,-1.50989,-1.36233,-0.21852,-0.481356,-0.581203,-0.884628,-1.11397,0.0845723,6.68764,0.198711,0.150869,244000,493
-2.43151,-1.68467,-1.53105,-0.101265,-0.380775,-0.444656,-0.416023,-1.00787,0.0723793,6.71904,0.198524,0.14921,245000,496
-2.19303,-1.48341,-1.36044,-0.352466,-0.513797,-0.51184,-1.0594,-0.947587,0.073338,6.6057,0.19614,0.147341,246000,499
-1.96569,-1.27155,-1.16741,-0.519303,-0.723178,-0.738665,-1.25435,-1.13924,0.0737639,6.54991,0.200064,0.145868,247000,502
-2.19552,-1.31489,-1.17464,-0.477767,-0.75189,-0.733132,-1.12365,-1.25611,0.0819576,6.77879,0.197794,0.147678,248000,505
-2.13755,-1.36413,-1.22978,-0.371059,-0.698321,-0.65688,-1.06417,-1.19362,0.0786488,6.63012,0.202277,0.146833,249000,508
-2.15524,-1.33733,-1.2298,-0.472355,-0.62543,-0.780958,-0.913057,-1.17849,0.075429,6.73807,0.200054,0.150878,250000,511
-2.24677,-1.46549,-1.32303,-0.295188,-0.594938,-0.633406,-0.838598,-1.10429,0.0817608,6.56751,0.193693,0.149267,251000,513
-2.22384,-1.34577,-1.24475,-0.504716,-0.696355,-0.780148,-0.886642,-1.24466,0.0836438,6.68169,0.201591,0.149524,252000,516
-2.2046,-1.43155,-1.26856,-0.378105,-0.595275,-0.599351,-0.904513,-1.18816,0.0759189,6.75158,0.193494,0.152169,253000,519
-2.31539,-1.50137,-1.4005,-0.194026,-0.555583,-0.590419,-0.644835,-1.17766,0.0778997,6.65694,0.198089,0.150036,254000,522
-2.21219,-1.51692,-1.36051,-0.381959,-0.46534,-0.603107,-0.69264,-1.11854,0.0769772,6.65103,0.199901,0.149315,255000,525
-2.29296,-1.54539,-1.42237,-0.170786,-0.525831,-0.484624,-0.972235,-0.942454,0.0834583,6.66948,0.195666,0.150941,256000,527
-1.98602,-1.37125,-1.25354,-0.199177,-0.773504,-0.566328,-1.31188,-1.00419,0.0736665,6.68382,0.199533,0.147899,257000,530
-1.91624,-1.27293,-1.16019,-0.478056,-0.776762,-0.640823,-1.49682,-0.967229,0.0713255,6.68083,0.195165,0.145363,258000,534
-1.99275,-1.40592,-1.22467,-0.219637,-0.663583,-0.552213,-1.45352,-1.0155,0.0727437,6.65564,0.193394,0.147511,259000,537
-2.15546,-1.2951,-1.15008,-0.416765,-0.847423,-0.630486,-1.30586,-1.26385,0.0827772,6.76869,0.198407,0.147968,260000,540
-2.01726,-1.31175,-1.14911,-0.287942,-0.840187,-0.521486,-1.58133,-1.12565,0.075382,6.57561,0.19691,0.147641,261000,543
-2.00339,-1.25375,-1.14725,-0.398071,-0.80882,-0.725305,-1.40908,-1.20446,0.0758521,6.60978,0.20002,0.146056,262000,545
-2.11123,-1.25447,-1.1334,-0.551088,-0.795644,-0.721147,-1.4171,-1.23073,0.0882767,6.6035,0.198666,0.149184,263000,548
-1.93042,-1.08756,-0.951867,-0.669298,-0.972832,-0.831741,-1.72703,-1.21691,0.0797223,6.78793,0.198071,0.147762,264000,552
-1.99971,-1.16084,-1.04289,-0.605748,-0.901124,-0.830868,-1.55311,-1.20983,0.087375,6.71012,0.19724,0.148354,265000,555
-2.10782,-1.07642,-0.960983,-0.520567,-1.02871,-0.749661,-1.79047,-1.21478,0.0865574,6.63824,0.198231,0.148442,266000,557
-1.87394,-1.15581,-1.01186,-0.537519,-0.96974,-0.697705,-1.72791,-1.17198,0.0795774,6.65549,0.199247,0.147349,267000,561
-1.91267,-1.18217,-1.05336,-0.51866,-0.874153,-0.728276,-1.64959,-1.11288,0.0749063,6.67955,0.197135,0.147298,268000,564
-2.3046,-1.39658,-1.28769,-0.292982,-0.622809,-0.607961,-1.09927,-1.18921,0.0848653,6.59102,0.19444,0.148636,269000,566
-2.19595,-1.44433,-1.34163,-0.203008,-0.620664,-0.516327,-1.21528,-0.959495,0.084055,6.70331,0.196639,0.146471,270000,568
-2.22658,-1.41746,-1.28562,-0.286816,-0.637055,-0.575151,-1.18775,-1.0611,0.0796167,6.67245,0.19581,0.147691,271000,571
-2.18547,-1.41049,-1.30755,-0.193696,-0.694903,-0.481968,-1.17948,-0.986066,0.0738873,6.75547,0.198055,0.148903,272000,574
-2.09402,-1.32643,-1.21033,-0.240821,-0.820224,-0.502222,-1.52538,-1.06298,0.0743469,6.72966,0.195783,0.148251,273000,578
-2.09491,-1.21148,-1.11667,-0.56037,-0.82031,-0.787271,-1.35265,-1.21758,0.0833873,6.62858,0.195114,0.149196,274000,581
-2.31208,-1.40778,-1.29615,-0.414465,-0.634053,-0.641104,-1.05433,-1.11725,0.0842977,6.57913,0.198334,0.148971,275000,583
-2.15705,-1.23622,-1.11562,-0.59918,-0.710801,-0.823763,-1.23372,-1.25354,0.079585,6.59412,0.196927,0.14741,276000,586
-2.30107,-1.30408,-1.16926,-0.531336,-0.753926,-0.741529,-1.09547,-1.22144,0.0873463,6.65459,0.196519,0.148103,277000,589
-2.24458,-1.33904,-1.20483,-0.406208,-0.791922,-0.656868,-1.123,-1.197,0.0853634,6.69225,0.195689,0.148672,278000,592
-2.14008,-1.42883,-1.30298,-0.249033,-0.636076,-0.543989,-1.26143,-0.912464,0.077497,6.74646,0.195738,0.14721,279000,596
-2.15049,-1.40737,-1.28249,-0.569115,-0.521035,-0.713657,-0.916943,-1.15456,0.0734691,6.72063,0.198294,0.146906,280000,599
-2.24577,-1.3782,-1.27763,-0.320241,-0.704626,-0.532429,-1.31045,-0.965148,0.0868888,6.6939,0.199546,0.147983,281000,602
-2.35974,-1.47204,-1.33856,-0.2389,-0.58074,-0.573444,-0.923498,-1.21247,0.0899806,6.7271,0.196253,0.148345,282000,606
-2.4187,-1.45615,-1.29348,-0.515386,-0.515104,-0.713327,-0.753717,-1.25112,0.0887875,6.67763,0.196674,0.148448,283000,609
-2.40945,-1.53277,-1.41834,-0.201774,-0.452216,-0.584571,-0.79051,-1.02255,0.0830648,6.70383,0.193751,0.148622,284000,612
-2.44317,-1.63346,-1.47763,-0.121701,-0.437128,-0.468425,-0.56894,-1.08075,0.0770367,6.46138,0.198793,0.149705,285000,614
-2.45768,-1.69535,-1.61291,0.0275044,-0.345351,-0.360008,-0.614295,-0.961095,0.0780054,6.65671,0.198379,0.146093,286000,617
-2.48169,-1.67316,-1.54363,-0.0480888,-0.412481,-0.469829,-0.509482,-1.01905,0.0846333,6.64285,0.195799,0.148446,287000,619
-2.55084,-1.82946,-1.66814,-0.0555554,-0.159441,-0.443074,-0.220155,-1.01853,0.0786347,6.60458,0.195875,0.1466,288000,622
-2.43162,-1.66396,-1.53975,0.0659209,-0.495925,-0.360595,-0.690102,-1.04932,0.0774168,6.71749,0.194477,0.148027,289000,625
-2.35878,-1.57228,-1.44979,-0.168541,-0.538631,-0.432381,-0.815399,-1.01581,0.0781169,6.71844,0.197601,0.14833,290000,627
-2.33081,-1.5204,-1.38069,-0.279232,-0.532981,-0.573419,-0.921453,-1.0536,0.0836381,6.56794,0.196297,0.146799,291000,631
-2.48362,-1.58309,-1.44759,-0.309177,-0.450696,-0.495249,-0.696941,-1.08392,0.0802976,6.59696,0.198277,0.148204,292000,634
-2.28568,-1.36455,-1.23779,-0.493183,-0.691114,-0.676701,-0.975605,-1.30873,0.0837258,6.65218,0.196137,0.146364,293000,638
-2.47941,-1.40637,-1.22561,-0.503424,-0.608174,-0.715314,-0.990735,-1.22726,0.0871343,6.55559,0.196728,0.146098,294000,641
-2.35941,-1.41557,-1.28204,-0.333901,-0.684233,-0.610754,-1.14372,-1.16378,0.0956997,6.61136,0.19515,0.144113,295000,644
-2.16342,-1.25734,-1.12677,-0.438701,-0.747314,-0.788763,-1.24995,-1.19787,0.0826433,6.66291,0.196163,0.150057,296000,648
-2.22311,-1.36529,-1.21125,-0.450865,-0.597973,-0.742026,-1.20179,-1.02409,0.0771668,6.6964,0.198481,0.146433,297000,651
-2.21048,-1.41409,-1.27384,-0.376654,-0.605103,-0.649362,-1.14865,-1.00234,0.077005,6.67473,0.198281,0.148692,298000,653
-2.15391,-1.40531,-1.30551,-0.288871,-0.667708,-0.556969,-1.18573,-1.05192,0.0779579,6.74104,0.195151,0.144951,299000,656
-2.30096,-1.39666,-1.29728,-0.386007,-0.63543,-0.743303,-0.889206,-1.22185,0.0843557,6.6346,0.196726,0.146199,300000,659
-2.32543,-1.54461,-1.38879,-0.293862,-0.469378,-0.517393,-0.975569,-1.01897,0.0777141,6.68846,0.196761,0.147918,301000,662
-2.29574,-1.44617,-1.32498,-0.200774,-0.74553,-0.479483,-1.09549,-1.1096,0.0867003,6.67814,0.191428,0.147267,302000,666
-2.2953,-1.35031,-1.21292,-0.398288,-0.737424,-0.663973,-1.14135,-1.23984,0.0858292,6.67781,0.196671,0.147873,303000,669
-2.13848,-1.1572,-1.06212,-0.643711,-0.873383,-0.919394,-1.15107,-1.41286,0.085162,6.64109,0.20003,0.148199,304000,672
-2.13596,-1.17328,-1.05997,-0.681547,-0.850543,-0.8942,-1.25008,-1.3603,0.0886394,6.72192,0.195183,0.145777,305000,675
-2.11009,-1.2134,-1.10243,-0.584725,-0.793791,-0.83725,-1.29646,-1.2837,0.0849428,6.6255,0.19558,0.14603,306000,678
-2.21834,-1.25396,-1.16007,-0.589457,-0.768373,-0.82171,-1.08288,-1.31197,0.0885492,6.65299,0.194505,0.144349,307000,681
-2.43192,-1.30757,-1.1707,-0.571046,-0.654932,-0.83813,-1.09308,-1.27216,0.0940786,6.59651,0.196968,0.146726,308000,685
-2.31464,-1.39743,-1.22993,-0.547932,-0.614728,-0.728028,-0.931825,-1.27288,0.0887289,6.68049,0.196853,0.147544,309000,688
-2.1909,-1.24634,-1.12069,-0.580117,-0.742324,-0.804959,-1.15147,-1.27773,0.0784625,6.66119,0.196231,0.147899,310000,691
-1.87365,-0.996695,-0.882143,-0.751003,-1.01751,-0.951368,-1.91548,-1.23898,0.0887707,6.68811,0.193371,0.145835,311000,695
-2.03413,-1.11396,-0.99383,-0.603405,-0.903158,-0.84169,-1.65326,-1.14985,0.0824327,6.59735,0.196761,0.14748,312000,698
-2.26654,-1.32886,-1.20972,-0.546385,-0.644312,-0.780114,-1.04655,-1.26169,0.0862168,6.69093,0.192517,0.147414,313000,701
-2.32561,-1.30588,-1.18568,-0.55659,-0.733702,-0.829824,-0.900438,-1.39799,0.0896837,6.61,0.197731,0.147133,314000,705
-2.33849,-1.40574,-1.272,-0.511336,-0.598061,-0.725746,-0.790872,-1.23688,0.0883815,6.67997,0.196204,0.145394,315000,708
-2.35853,-1.47351,-1.34518,-0.455352,-0.52125,-0.683583,-0.740719,-1.18615,0.0806164,6.77751,0.198858,0.146756,316000,711
-2.44986,-1.42965,-1.30621,-0.193928,-0.661239,-0.558545,-0.981639,-1.09933,0.0844147,6.5585,0.195573,0.148577,317000,714
-2.14935,-1.42189,-1.30441,-0.341424,-0.6594,-0.532158,-1.29727,-0.953933,0.0729043,6.70688,0.195117,0.143143,318000,718
-2.28341,-1.40118,-1.26767,-0.340093,-0.598404,-0.710647,-0.841344,-1.23105,0.0849011,6.59899,0.195132,0.148011,319000,721
-2.44384,-1.54494,-1.46586,-0.211202,-0.455745,-0.544384,-0.571052,-1.23785,0.0772586,6.64174,0.197544,0.147416,320000,725
-2.5371,-1.57019,-1.44309,-0.304952,-0.477549,-0.645971,-0.514275,-1.26544,0.0931499,6.56187,0.195027,0.145056,321000,728
-2.58919,-1.52354,-1.4005,-0.318883,-0.491262,-0.65064,-0.544522,-1.29699,0.0917434,6.66429,0.198306,0.147827,322000,731
-2.45813,-1.55643,-1.40902,-0.387944,-0.419892,-0.635584,-0.692493,-1.1587,0.0800131,6.6158,0.195464,0.145102,323000,734
-2.42316,-1.43175,-1.29822,-0.497666,-0.541076,-0.663141,-1.05149,-1.17358,0.0822289,6.70095,0.19479,0.145283,324000,738
-2.15192,-1.28907,-1.12652,-0.53292,-0.674444,-0.823045,-1.21697,-1.26494,0.0828055,6.82574,0.192335,0.146304,325000,741
-2.2876,-1.1626,-1.05925,-0.591002,-0.910559,-0.815044,-1.32602,-1.50671,0.0931973,6.70549,0.196329,0.147584,326000,743
-2.28476,-1.23681,-1.10313,-0.627847,-0.76268,-0.824998,-1.1817,-1.41343,0.0897628,6.61698,0.194056,0.145914,327000,746
-2.36673,-1.42565,-1.3424,-0.380848,-0.592685,-0.627286,-0.851782,-1.30237,0.0864913,6.54855,0.196881,0.148727,328000,749
-2.3847,-1.59802,-1.44139,-0.0904157,-0.419049,-0.530529,-0.930914,-0.879727,0.0836543,6.60055,0.196117,0.147571,329000,751
-2.559,-1.58898,-1.47427,-0.270623,-0.459596,-0.541375,-0.641097,-1.19127,0.0860646,6.58823,0.194269,0.144162,330000,754
-2.55815,-1.61204,-1.47659,-0.126513,-0.438634,-0.407983,-0.786512,-1.06808,0.0855202,6.62519,0.196805,0.148026,331000,757
-2.37296,-1.54539,-1.39681,-0.182624,-0.522248,-0.534652,-0.749531,-1.09897,0.079413,6.59335,0.197117,0.147769,332000,760
-2.55894,-1.66402,-1.60542,-0.140035,-0.320515,-0.451051,-0.433173,-0.987811,0.0792588,6.63519,0.195291,0.148273,333000,764
-2.5625,-1.47072,-1.39072,-0.384204,-0.51113,-0.658795,-0.550948,-1.367,0.0930867,6.75054,0.19916,0.149294,334000,767
-2.45823,-1.54273,-1.41293,-0.343509,-0.482114,-0.629437,-0.657767,-1.18902,0.0824113,6.66773,0.194983,0.146731,335000,770
-2.45071,-1.59255,-1.45653,-0.18886,-0.43802,-0.55678,-0.653227,-1.15696,0.0883546,6.56093,0.195869,0.148792,336000,774
-2.69434,-1.63534,-1.51722,-0.286964,-0.33592,-0.63221,-0.185004,-1.34606,0.0946912,6.657,0.195974,0.146589,337000,777
-2.4178,-1.51872,-1.38889,-0.336863,-0.478266,-0.572098,-0.813522,-1.18659,0.0864792,6.63272,0.194669,0.146016,338000,781
-2.302,-1.57215,-1.46661,-0.139453,-0.492541,-0.479462,-0.871764,-1.09258,0.078947,6.66633,0.196414,0.145061,339000,784
-2.2557,-1.35869,-1.2863,-0.324525,-0.629436,-0.640147,-1.07545,-1.17915,0.0809448,6.64816,0.197113,0.14883,340000,787
-2.08912,-1.34338,-1.20985,-0.275949,-0.760297,-0.57981,-1.45249,-1.07104,0.0784887,6.73252,0.198604,0.145721,341000,790
-2.29415,-1.4888,-1.36478,-0.141192,-0.581806,-0.509312,-1.16952,-0.958688,0.0780809,6.56435,0.195782,0.147035,342000,793
-2.44128,-1.37251,-1.22802,-0.439836,-0.657062,-0.790673,-0.870836,-1.30263,0.0877351,6.58776,0.197951,0.147978,343000,797
-2.30602,-1.3818,-1.258,-0.577329,-0.603703,-0.767261,-0.912849,-1.27523,0.0901853,6.7212,0.195427,0.145864,344000,800
-2.31851,-1.35931,-1.21927,-0.489117,-0.657124,-0.719796,-1.08056,-1.24057,0.0773519,6.73764,0.196818,0.144505,345000,802
-2.25354,-1.47244,-1.35332,-0.345496,-0.567509,-0.667271,-0.845673,-1.18766,0.082823,6.66521,0.193754,0.143601,346000,805
-2.24816,-1.32973,-1.19448,-0.574969,-0.671954,-0.814253,-0.938277,-1.31249,0.0847622,6.63249,0.19459,0.145995,347000,809
-2.34587,-1.45124,-1.35017,-0.247129,-0.584222,-0.63336,-0.962167,-1.2168,0.0896643,6.54373,0.193408,0.145404,348000,812
-2.46798,-1.43689,-1.31495,-0.359145,-0.645718,-0.590066,-0.852907,-1.3393,0.0914244,6.73885,0.195062,0.146178,349000,815
-2.47002,-1.6819,-1.55827,-0.0441632,-0.374017,-0.422344,-0.629264,-1.00075,0.0784143,6.64504,0.19435,0.147412,350000,817
-2.55283,-1.58462,-1.44086,-0.238117,-0.425959,-0.52965,-0.721679,-1.17152,0.0907154,6.59467,0.193102,0.147224,351000,820
-2.41041,-1.50228,-1.37581,-0.308487,-0.572837,-0.529646,-0.919648,-1.17105,0.0825479,6.67361,0.194809,0.14439,352000,823
-2.22151,-1.44744,-1.30005,-0.245377,-0.650899,-0.540888,-1.26313,-1.05542,0.080695,6.70857,0.193977,0.14477,353000,825
-2.2815,-1.3385,-1.196,-0.533133,-0.680042,-0.71511,-1.07536,-1.30249,0.0875737,6.7534,0.194038,0.14614,354000,828
-2.19441,-1.3452,-1.21899,-0.508683,-0.681983,-0.674289,-1.13645,-1.33367,0.08835,6.78758,0.200574,0.146099,355000,831
-2.31717,-1.34166,-1.18073,-0.542472,-0.692963,-0.805632,-0.929447,-1.55605,0.0959055,6.71585,0.193332,0.14851,356000,835
-1.98577,-1.16797,-1.05988,-0.435399,-0.957652,-0.653235,-1.65817,-1.19729,0.0788722,6.74182,0.193394,0.147935,357000,838
-1.99713,-1.04893,-0.918775,-0.699436,-1.01922,-0.852747,-1.92679,-1.22029,0.0884547,6.73678,0.194983,0.145805,358000,840
-1.97187,-1.07735,-0.928391,-0.756033,-0.972469,-0.871182,-1.79537,-1.31966,0.0905526,6.65442,0.194827,0.145001,359000,843
-2.23005,-1.2412,-1.14012,-0.53682,-0.797405,-0.714495,-1.39395,-1.23395,0.0877709,6.71162,0.194256,0.14672,360000,846
-2.23086,-1.25781,-1.11115,-0.587417,-0.774732,-0.756805,-1.30498,-1.35637,0.0876322,6.63041,0.19392,0.144832,361000,850
-2.09466,-1.05399,-0.97568,-0.657661,-1.07775,-0.842988,-1.74218,-1.38717,0.0921198,6.62215,0.192792,0.146135,362000,853
-2.02882,-1.11711,-0.977638,-0.714985,-0.896677,-0.814405,-1.67792,-1.27218,0.0807666,6.62897,0.194923,0.146128,363000,856
-1.93107,-1.09033,-0.961568,-0.581115,-1.00674,-0.852205,-1.86669,-1.17121,0.0888734,6.69247,0.19444,0.145793,364000,860
-1.88106,-1.0815,-0.959371,-0.534586,-1.04156,-0.747226,-1.92763,-1.2843,0.0817604,6.59271,0.192102,0.147036,365000,862
-1.84414,-1.06326,-0.898623,-0.64272,-1.01326,-0.744646,-2.08953,-1.20927,0.0757141,6.63376,0.193536,0.145956,366000,865
-1.90094,-1.08547,-0.984428,-0.561684,-0.98685,-0.73729,-1.89863,-1.17072,0.0752062,6.82711,0.19593,0.144681,367000,869
-2.00455,-1.20928,-1.06463,-0.426598,-0.899637,-0.642053,-1.72026,-1.12948,0.0826245,6.73641,0.197979,0.146963,368000,871
-1.97574,-1.17215,-1.04616,-0.535426,-0.929828,-0.707927,-1.6802,-1.21692,0.0762613,6.60984,0.193422,0.145988,369000,873
-1.84257,-1.06478,-0.905052,-0.649095,-1.03031,-0.792465,-1.98768,-1.23794,0.0796757,6.69598,0.190403,0.143299,370000,875
