BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.61616,-2.18193,-2.04592,0.0611191,6.70081,0.187552,0.144976,1753000,4643
-2.55267,-2.20013,-2.07644,0.060864,6.68693,0.185905,0.142772,1754000,4646
-2.58226,-2.19594,-2.06514,0.063999,6.66462,0.184747,0.140664,1755000,4649
-2.68504,-2.18184,-2.02763,0.0676769,6.67603,0.185237,0.142955,1756000,4653
-2.71064,-2.21111,-2.06946,0.068934,6.68078,0.187086,0.138967,1757000,4656
-2.55596,-2.20049,-2.05026,0.0558847,6.65602,0.184631,0.138933,1758000,4658
-2.6708,-2.19238,-2.05792,0.071079,6.62738,0.184281,0.141956,1759000,4661
-2.62286,-2.20694,-2.09098,0.0677973,6.69691,0.183254,0.139711,1760000,4665
-2.67264,-2.19233,-2.04547,0.0576762,6.58779,0.184344,0.142912,1761000,4667
-2.62801,-2.17608,-2.0285,0.0583209,6.61166,0.186686,0.141645,1762000,4670
-2.61762,-2.19797,-2.04911,0.0675182,6.59585,0.184624,0.140897,1763000,4672
-2.68301,-2.22023,-2.08491,0.0647919,6.73862,0.186677,0.140243,1764000,4675
-2.5886,-2.18055,-2.0726,0.0624769,6.66798,0.186031,0.141384,1765000,4678
-2.5964,-2.2159,-2.08082,0.0679013,6.54291,0.187242,0.140048,1766000,4681
-2.61763,-2.19388,-2.06036,0.0657141,6.76602,0.186307,0.141384,1767000,4684
-2.52192,-2.20039,-2.04647,0.055572,6.72835,0.184488,0.141694,1768000,4687
-2.56908,-2.18645,-2.0306,0.0557167,6.78066,0.187354,0.139709,1769000,4690
-2.5784,-2.20657,-2.09503,0.0607891,6.70538,0.188002,0.139964,1770000,4692
-2.63708,-2.1866,-2.08146,0.0650573,6.7091,0.186023,0.141711,1771000,4694
-2.7076,-2.21374,-2.06384,0.0725325,6.68991,0.184312,0.139878,1772000,4696
-2.68511,-2.17889,-2.07619,0.0678445,6.63045,0.184992,0.140515,1773000,4699
-2.59835,-2.19632,-2.07781,0.0626315,6.62859,0.185726,0.14276,1774000,4701
-2.71028,-2.19781,-2.04749,0.0675569,6.63646,0.182311,0.142338,1775000,4703
-2.66962,-2.21554,-2.03095,0.0666862,6.59529,0.188216,0.140582,1776000,4705
-2.55347,-2.20172,-2.06386,0.0565983,6.68261,0.18726,0.139193,1777000,4707
-2.53002,-2.17454,-2.06923,0.0590048,6.77638,0.185935,0.142201,1778000,4710
-2.49635,-2.20956,-2.06873,0.0639638,6.70118,0.18761,0.141596,1779000,4713
-2.77788,-2.1903,-2.06626,0.0733502,6.70232,0.184178,0.141635,1780000,4715
-2.61126,-2.20303,-2.08772,0.0649363,6.65559,0.189552,0.140417,1781000,4718
-2.70403,-2.20094,-2.04762,0.0649119,6.63336,0.185664,0.141809,1782000,4720
-2.69588,-2.21037,-2.07363,0.0668549,6.66343,0.186801,0.141353,1783000,4722
-2.68853,-2.21446,-2.10202,0.0691459,6.71368,0.18653,0.138162,1784000,4724
-2.57043,-2.17781,-2.05673,0.0639864,6.70128,0.187322,0.140289,1785000,4727
-2.63024,-2.20663,-2.08524,0.0606363,6.75145,0.184359,0.138829,1786000,4729
-2.65291,-2.20852,-2.05306,0.0623838,6.56264,0.186916,0.139995,1787000,4731
-2.54715,-2.22364,-2.07061,0.0586121,6.75554,0.188231,0.139994,1788000,4734
-2.52913,-2.20766,-2.09506,0.0594492,6.62037,0.186867,0.140835,1789000,4737
-2.60618,-2.18689,-2.08732,0.0624621,6.69444,0.185907,0.141107,1790000,4739
-2.65075,-2.21587,-2.0602,0.0654518,6.54468,0.187463,0.141766,1791000,4742
-2.65686,-2.2091,-2.05817,0.0578351,6.68126,0.18372,0.140147,1792000,4744
-2.60956,-2.17886,-2.0846,0.0652784,6.6548,0.187944,0.140633,1793000,4746
-2.60108,-2.21986,-2.05887,0.0599974,6.69914,0.185973,0.14166,1794000,4748
-2.59203,-2.20953,-2.08816,0.0616569,6.71176,0.185284,0.142831,1795000,4750
-2.59768,-2.17288,-2.03528,0.0635269,6.57149,0.188461,0.142969,1796000,4752
-2.59157,-2.20806,-2.03308,0.0630233,6.61554,0.186136,0.14267,1797000,4754
-2.59312,-2.21708,-2.04499,0.0592785,6.65783,0.186143,0.14146,1798000,4756
-2.59856,-2.15599,-2.03629,0.0557117,6.67279,0.186287,0.142806,1799000,4758
-2.63729,-2.19477,-2.06967,0.0682484,6.72632,0.187743,0.139489,1800000,4761
-2.68105,-2.19694,-2.05035,0.0676505,6.7321,0.184018,0.14021,1801000,4763
-2.53737,-2.20148,-2.05119,0.0546881,6.62179,0.189452,0.141139,1802000,4766
-2.64257,-2.17761,-2.04671,0.0641452,6.66909,0.187016,0.142227,1803000,4768
-2.72249,-2.19584,-2.07573,0.0698521,6.77253,0.187254,0.139765,1804000,4770
-2.58776,-2.16378,-2.07273,0.0670452,6.6857,0.185964,0.142139,1805000,4773
-2.62255,-2.19772,-2.07973,0.0618709,6.60017,0.185098,0.138354,1806000,4775
-2.60988,-2.18352,-2.04629,0.0611077,6.65833,0.187705,0.14158,1807000,4778
-2.75759,-2.20508,-2.14761,0.0787148,6.6512,0.184518,0.139469,1808000,4780
-2.64494,-2.19028,-2.08036,0.0685363,6.73912,0.188493,0.143107,1809000,4782
-2.60827,-2.19648,-2.08475,0.0632844,6.61094,0.188263,0.140057,1810000,4786
-2.68729,-2.21148,-2.05458,0.0648816,6.72976,0.18803,0.13986,1811000,4789
-2.5464,-2.21405,-2.07282,0.0616373,6.58605,0.185264,0.142183,1812000,4791
-2.58039,-2.18581,-2.07401,0.0593825,6.67154,0.18678,0.140907,1813000,4793
-2.6116,-2.22743,-2.06602,0.0603022,6.65275,0.184015,0.138381,1814000,4795
-2.72027,-2.19047,-2.03677,0.062991,6.71011,0.18372,0.140565,1815000,4797
-2.79631,-2.22082,-2.06726,0.0707346,6.76128,0.186278,0.140157,1816000,4800
-2.60349,-2.20227,-2.05975,0.0659934,6.65778,0.185572,0.141484,1817000,4803
-2.61007,-2.18161,-2.03052,0.0548277,6.65192,0.1851,0.141661,1818000,4806
-2.67806,-2.21058,-2.06906,0.0665036,6.66897,0.185927,0.141744,1819000,4808
-2.58074,-2.19245,-2.06282,0.0579955,6.71908,0.187825,0.142333,1820000,4825
-2.60416,-2.21042,-2.07786,0.0620995,6.67028,0.188744,0.139419,1821000,4828
-2.58391,-2.20344,-2.06047,0.0601304,6.67392,0.186273,0.14038,1822000,4830
-2.63293,-2.19913,-2.06787,0.0671509,6.63626,0.188918,0.140313,1823000,4832
-2.59699,-2.19532,-2.08359,0.0642869,6.69512,0.186417,0.140536,1824000,4834
-2.5896,-2.2015,-2.03847,0.058637,6.70512,0.186563,0.143215,1825000,4836
-2.60042,-2.22359,-2.06876,0.0597991,6.6882,0.186204,0.141263,1826000,4839
-2.70836,-2.20535,-2.04539,0.0673183,6.64883,0.185376,0.141684,1827000,4842
-2.6802,-2.18331,-2.04132,0.0672925,6.72028,0.18606,0.140913,1828000,4845
-2.60809,-2.23467,-2.08786,0.0577513,6.52941,0.186595,0.139094,1829000,4848
-2.64631,-2.19567,-2.06582,0.0601931,6.58232,0.186172,0.140472,1830000,4851
-2.68006,-2.18391,-2.07507,0.0662128,6.65593,0.186269,0.141459,1831000,4854
-2.63556,-2.22039,-2.0785,0.0634101,6.69398,0.186239,0.139792,1832000,4857
-2.59098,-2.20006,-2.05199,0.0601148,6.66444,0.186609,0.140002,1833000,4859
-2.64335,-2.22038,-2.05269,0.0708014,6.64316,0.187064,0.140846,1834000,4861
-2.66933,-2.18492,-2.07417,0.0669624,6.65752,0.188284,0.143375,1835000,4864
-2.61575,-2.19912,-2.09032,0.0624275,6.71813,0.186826,0.14037,1836000,4866
-2.61234,-2.18945,-2.03772,0.0544909,6.69028,0.183601,0.142131,1837000,4868
-2.60741,-2.18452,-2.05165,0.0641815,6.7461,0.186882,0.143288,1838000,4870
-2.58875,-2.19013,-2.07134,0.0590906,6.65009,0.184959,0.141542,1839000,4872
-2.55099,-2.19116,-2.05105,0.055158,6.77571,0.187889,0.139645,1840000,4875
-2.60297,-2.22042,-2.0571,0.0583235,6.65559,0.189748,0.14045,1841000,4878
-2.54382,-2.19434,-2.04298,0.0550526,6.64745,0.186508,0.142498,1842000,4881
-2.58508,-2.19781,-2.05493,0.062989,6.71202,0.187466,0.142507,1843000,4885
-2.58829,-2.17261,-2.0473,0.0542132,6.6938,0.188528,0.140274,1844000,4888
-2.51795,-2.20416,-2.07016,0.0565756,6.62774,0.187669,0.14104,1845000,4891
-2.66818,-2.18932,-2.05856,0.0641771,6.73628,0.187188,0.141154,1846000,4894
-2.68338,-2.17358,-2.03774,0.0648957,6.63535,0.185846,0.143353,1847000,4897
-2.65878,-2.20452,-2.07404,0.0656043,6.73023,0.186435,0.14173,1848000,4900
-2.65404,-2.1898,-2.06074,0.0673606,6.71387,0.186462,0.142017,1849000,4902
-2.67003,-2.191,-2.04315,0.0587619,6.65637,0.18595,0.140564,1850000,4904
-2.57304,-2.21054,-2.04714,0.0625394,6.80525,0.185554,0.141492,1851000,4907
-2.68323,-2.17849,-2.06023,0.0687914,6.56089,0.183537,0.142383,1852000,4910
-2.64415,-2.18847,-2.03703,0.0600344,6.76297,0.186017,0.143684,1853000,4913
-2.58675,-2.2413,-2.0595,0.0585616,6.66111,0.188448,0.138852,1854000,4916
-2.6019,-2.19825,-2.07669,0.0582396,6.63558,0.189293,0.142382,1855000,4919
-2.5576,-2.17959,-2.06362,0.0597667,6.7582,0.186477,0.14102,1856000,4922
-2.56464,-2.22592,-2.05852,0.0626879,6.71534,0.187219,0.141177,1857000,4924
-2.53025,-2.19593,-2.05252,0.0518601,6.7089,0.190113,0.142549,1858000,4926
-2.58183,-2.22882,-2.02457,0.0630376,6.66757,0.184417,0.14034,1859000,4928
-2.70017,-2.19655,-2.07023,0.0758463,6.64503,0.186257,0.141398,1860000,4931
-2.59447,-2.20822,-2.0474,0.0589368,6.63434,0.189695,0.141783,1861000,4935
-2.64614,-2.21824,-2.0707,0.0646118,6.62677,0.187426,0.140681,1862000,4938
-2.58788,-2.19647,-2.03139,0.0595411,6.7533,0.185526,0.14054,1863000,4940
-2.57495,-2.20262,-2.07201,0.0567803,6.65536,0.185294,0.142387,1864000,4942
-2.60668,-2.21164,-2.0511,0.0679582,6.74462,0.186513,0.141595,1865000,4945
-2.67974,-2.20849,-2.05033,0.0613821,6.62626,0.185778,0.138372,1866000,4949
-2.56225,-2.17541,-2.06337,0.0582967,6.67548,0.188283,0.140699,1867000,4952
-2.54737,-2.17031,-2.08129,0.0613572,6.68168,0.185149,0.142776,1868000,4955
-2.55774,-2.20935,-2.05447,0.0576102,6.58457,0.188205,0.142909,1869000,4958
-2.58674,-2.21816,-2.06701,0.061112,6.63829,0.187389,0.139953,1870000,4961
-2.50951,-2.21684,-2.06348,0.0526451,6.67924,0.187391,0.138493,1871000,4963
-2.61697,-2.20557,-2.0673,0.0618172,6.61676,0.186604,0.141475,1872000,4966
-2.47522,-2.19412,-2.07417,0.0541018,6.63356,0.187903,0.141113,1873000,4969
-2.66357,-2.17936,-2.05405,0.0638165,6.60195,0.186529,0.144393,1874000,4972
-2.68223,-2.21367,-2.07453,0.0662528,6.70031,0.189055,0.13925,1875000,4974
-2.55227,-2.20878,-2.0696,0.0630761,6.58257,0.187685,0.140939,1876000,4976
-2.63934,-2.17204,-2.06981,0.0603723,6.6122,0.187277,0.141644,1877000,4979
-2.6283,-2.24701,-2.06451,0.0625285,6.73973,0.187551,0.13969,1878000,4983
-2.54132,-2.17822,-2.03307,0.0505969,6.60964,0.187335,0.140779,1879000,4985
-2.62118,-2.22254,-2.05831,0.0616716,6.5948,0.187184,0.141058,1880000,4987
-2.65301,-2.22269,-2.04181,0.0664042,6.67243,0.191449,0.142351,1881000,4990
-2.66277,-2.19189,-2.03848,0.066058,6.71286,0.189798,0.139021,1882000,4993
-2.61759,-2.20978,-2.06329,0.0559498,6.69535,0.187709,0.139534,1883000,4996
-2.64708,-2.20197,-2.05499,0.0668374,6.71011,0.187745,0.140808,1884000,5000
-2.6807,-2.19961,-2.09213,0.0671514,6.68977,0.187544,0.140687,1885000,5003
-2.70722,-2.20503,-2.08911,0.0731349,6.55219,0.188462,0.141033,1886000,5005
-2.6852,-2.19484,-2.08089,0.0618616,6.64169,0.189327,0.140586,1887000,5008
-2.51836,-2.19403,-2.0385,0.0577897,6.53309,0.187657,0.140506,1888000,5011
-2.56077,-2.18774,-2.06492,0.0581831,6.64441,0.184108,0.140926,1889000,5014
-2.59418,-2.18411,-2.07854,0.0608234,6.59823,0.186485,0.140602,1890000,5017
-2.6742,-2.19198,-2.06869,0.0651288,6.7003,0.18669,0.143829,1891000,5020
-2.60812,-2.19078,-2.08639,0.0597878,6.85568,0.184623,0.139047,1892000,5023
-2.66127,-2.18727,-2.10541,0.0631165,6.77618,0.187694,0.139067,1893000,5026
-2.57073,-2.19715,-2.0716,0.0609827,6.53878,0.189103,0.14155,1894000,5029
-2.59675,-2.19884,-2.07104,0.0643408,6.68231,0.187021,0.141922,1895000,5031
-2.54169,-2.17703,-2.05956,0.0579504,6.65929,0.188241,0.142369,1896000,5034
-2.61126,-2.19077,-2.07724,0.0666457,6.67277,0.18524,0.14338,1897000,5037
-2.61951,-2.20946,-2.06295,0.0605872,6.67373,0.189221,0.138955,1898000,5039
-2.51704,-2.1975,-2.04094,0.0537386,6.7644,0.188893,0.14216,1899000,5042
-2.66272,-2.19685,-2.08942,0.0684391,6.72136,0.187442,0.142269,1900000,5044
-2.531,-2.2227,-2.05058,0.0564402,6.55939,0.187922,0.140177,1901000,5046
-2.66176,-2.19178,-2.07939,0.0628432,6.74866,0.185539,0.140371,1902000,5048
-2.56827,-2.21796,-2.06617,0.0587867,6.5901,0.190469,0.13976,1903000,5051
-2.51169,-2.19006,-2.05114,0.058743,6.57756,0.187562,0.143873,1904000,5053
-2.66685,-2.18432,-2.06017,0.0600412,6.61244,0.186596,0.141479,1905000,5056
-2.6095,-2.19286,-2.06196,0.0630964,6.7383,0.18395,0.143022,1906000,5059
-2.54528,-2.20271,-2.08493,0.0567903,6.73597,0.186099,0.141961,1907000,5062
-2.67276,-2.21282,-2.08329,0.0697306,6.68528,0.185376,0.139655,1908000,5065
-2.54324,-2.18631,-2.05634,0.0529109,6.56281,0.184313,0.142444,1909000,5068
-2.65019,-2.19422,-2.0382,0.0646222,6.64316,0.186869,0.139944,1910000,5071
-2.58638,-2.18591,-2.04306,0.0617553,6.76339,0.184354,0.141056,1911000,5074
-2.539,-2.18935,-2.06171,0.057312,6.75456,0.18773,0.139474,1912000,5076
-2.52097,-2.21673,-2.06511,0.0549687,6.61953,0.187441,0.140319,1913000,5078
-2.56998,-2.18751,-2.08484,0.0610053,6.68261,0.186613,0.13899,1914000,5081
-2.6104,-2.20949,-2.07888,0.0601199,6.67364,0.189332,0.140527,1915000,5083
-2.55742,-2.20271,-2.05287,0.0580312,6.57212,0.18998,0.140239,1916000,5086
-2.53425,-2.18897,-2.06101,0.053616,6.70664,0.187955,0.140299,1917000,5088
-2.70586,-2.21094,-2.06193,0.0707213,6.67946,0.185469,0.139462,1918000,5090
-2.57464,-2.17925,-2.03649,0.0585358,6.70135,0.185101,0.140724,1919000,5093
-2.67582,-2.20345,-2.07175,0.0653471,6.59548,0.186688,0.140949,1920000,5107
-2.71863,-2.21421,-2.06641,0.0678332,6.69701,0.187155,0.140991,1921000,5110
-2.66979,-2.17763,-2.05939,0.0644278,6.58277,0.18719,0.141801,1922000,5112
-2.64236,-2.17373,-2.08358,0.0662073,6.68794,0.187845,0.14087,1923000,5115
-2.59438,-2.22068,-2.07755,0.0649778,6.69474,0.187465,0.140324,1924000,5117
-2.66515,-2.22171,-2.09095,0.0720124,6.6515,0.186771,0.137331,1925000,5120
-2.64791,-2.21194,-2.05914,0.0700211,6.71158,0.187624,0.140947,1926000,5124
-2.55229,-2.1845,-2.03993,0.054431,6.64178,0.185391,0.141083,1927000,5126
-2.65949,-2.19985,-2.05374,0.0632021,6.63453,0.189071,0.142159,1928000,5129
-2.55918,-2.1894,-2.05723,0.0609025,6.7305,0.185031,0.140903,1929000,5132
-2.58461,-2.19337,-2.06811,0.0645186,6.77867,0.188268,0.144016,1930000,5134
-2.4619,-2.21586,-2.05463,0.0536843,6.66508,0.185861,0.141421,1931000,5136
-2.65315,-2.20282,-2.06027,0.0652649,6.72214,0.184322,0.141659,1932000,5139
-2.74056,-2.2076,-2.10106,0.0667426,6.62464,0.186447,0.139516,1933000,5143
-2.6485,-2.21783,-2.07187,0.0639263,6.70855,0.18902,0.141939,1934000,5146
-2.62776,-2.19496,-2.05566,0.0717304,6.66476,0.184458,0.142296,1935000,5149
-2.64501,-2.18373,-2.08107,0.0689758,6.70952,0.184622,0.142388,1936000,5151
-2.67874,-2.21822,-2.0553,0.0631668,6.54069,0.186839,0.140259,1937000,5153
-2.65594,-2.21788,-2.06483,0.0617641,6.7223,0.184794,0.141335,1938000,5156
-2.63502,-2.20774,-2.04673,0.059291,6.7199,0.183566,0.141025,1939000,5158
-2.68241,-2.17763,-2.08327,0.069103,6.69411,0.187244,0.141221,1940000,5162
-2.65411,-2.20366,-2.04028,0.0647078,6.67041,0.185453,0.140847,1941000,5165
-2.66644,-2.18059,-2.06983,0.0639179,6.59841,0.187903,0.143283,1942000,5167
-2.64205,-2.1841,-2.03185,0.0582808,6.6318,0.185735,0.142582,1943000,5169
-2.5518,-2.2086,-2.08094,0.0589683,6.72633,0.181638,0.141141,1944000,5173
-2.5473,-2.19435,-2.03541,0.0572122,6.75426,0.186185,0.141168,1945000,5175
-2.50605,-2.17569,-2.08701,0.0548369,6.61694,0.188258,0.141941,1946000,5178
-2.49567,-2.21062,-2.07755,0.0583417,6.71533,0.18702,0.138451,1947000,5180
-2.58053,-2.20518,-2.03092,0.0538605,6.71559,0.187505,0.139629,1948000,5182
-2.57075,-2.21996,-2.0593,0.0631855,6.69661,0.184749,0.139641,1949000,5185
-2.65619,-2.19143,-2.06221,0.0600222,6.7005,0.186184,0.13956,1950000,5187
-2.62667,-2.20631,-2.05851,0.0623345,6.65631,0.186957,0.141085,1951000,5189
-2.54159,-2.2169,-2.04017,0.0603006,6.57306,0.185161,0.141088,1952000,5192
-2.60213,-2.20108,-2.0836,0.0621046,6.68474,0.184882,0.139837,1953000,5195
-2.62205,-2.20511,-2.05623,0.0620368,6.65247,0.18692,0.141795,1954000,5197
-2.66223,-2.23058,-2.11051,0.0664369,6.75213,0.18916,0.139067,1955000,5200
-2.6357,-2.21694,-2.05703,0.0618453,6.6517,0.187883,0.141524,1956000,5204
-2.49273,-2.18252,-2.05427,0.0544108,6.60607,0.186406,0.139543,1957000,5206
-2.57938,-2.19608,-2.05962,0.0622978,6.66602,0.184091,0.143659,1958000,5208
-2.62478,-2.22678,-2.07721,0.0634198,6.74727,0.186491,0.141704,1959000,5211
-2.53947,-2.1876,-2.06257,0.0589987,6.6118,0.185934,0.140472,1960000,5214
-2.52793,-2.1962,-2.02993,0.0534125,6.67988,0.183216,0.141544,1961000,5216
-2.58915,-2.19635,-2.05171,0.0586483,6.76377,0.186515,0.141676,1962000,5218
-2.5732,-2.21296,-2.0374,0.0599159,6.55782,0.185685,0.139375,1963000,5221
-2.64186,-2.19711,-2.06614,0.0635379,6.63814,0.184324,0.142721,1964000,5223
-2.64007,-2.19935,-2.05859,0.0566944,6.56779,0.187281,0.139242,1965000,5225
-2.64109,-2.1731,-2.05365,0.0602628,6.61848,0.187828,0.142542,1966000,5229
-2.55791,-2.19704,-2.06441,0.062353,6.66849,0.185773,0.140726,1967000,5232
-2.57944,-2.21215,-2.06974,0.0620954,6.54485,0.185124,0.141194,1968000,5235
-2.6051,-2.18989,-2.05997,0.0629142,6.80714,0.186971,0.141698,1969000,5237
-2.65707,-2.20005,-2.04797,0.0666926,6.67706,0.185851,0.1409,1970000,5241
-2.52719,-2.17791,-2.05341,0.0537442,6.71474,0.18289,0.141692,1971000,5244
-2.64783,-2.19361,-2.0532,0.0599808,6.64576,0.187576,0.141485,1972000,5246
-2.5859,-2.19169,-2.0368,0.06033,6.63195,0.187738,0.140621,1973000,5248
-2.68866,-2.22924,-2.04702,0.0622641,6.55424,0.188999,0.138923,1974000,5251
-2.7497,-2.18937,-2.07041,0.0739196,6.56422,0.18543,0.142175,1975000,5254
-2.61073,-2.1757,-2.05794,0.061969,6.64316,0.187609,0.14291,1976000,5256
-2.72435,-2.19352,-2.06581,0.0687415,6.70349,0.185405,0.141592,1977000,5259
-2.64906,-2.22807,-2.08695,0.0662772,6.75096,0.186306,0.140372,1978000,5262
-2.55387,-2.20485,-2.08252,0.061301,6.60328,0.188323,0.141374,1979000,5264
-2.54462,-2.18429,-2.05763,0.0571368,6.56546,0.189736,0.141271,1980000,5267
-2.67204,-2.18983,-2.07429,0.0661324,6.67133,0.187959,0.141358,1981000,5270
-2.5431,-2.22242,-2.076,0.0585606,6.58479,0.18514,0.140434,1982000,5272
-2.52091,-2.19379,-2.03255,0.0520552,6.6442,0.183785,0.14242,1983000,5275
-2.63141,-2.21045,-2.05571,0.0671936,6.6229,0.1856,0.138674,1984000,5278
-2.57215,-2.19037,-2.02856,0.0528618,6.7135,0.188493,0.143242,1985000,5280
-2.65121,-2.19345,-2.0628,0.0638161,6.62915,0.187065,0.141375,1986000,5283
-2.68197,-2.21542,-2.08772,0.0612804,6.78183,0.187784,0.141555,1987000,5286
-2.58672,-2.2054,-2.08073,0.0602441,6.73649,0.185569,0.140979,1988000,5289
-2.66861,-2.18544,-2.06067,0.0709121,6.78973,0.18836,0.139885,1989000,5291
-2.54698,-2.16999,-2.06573,0.0585605,6.73761,0.186175,0.140616,1990000,5294
-2.65866,-2.20531,-2.04148,0.0638716,6.67691,0.185829,0.140502,1991000,5296
-2.5806,-2.19425,-2.07044,0.0633815,6.65724,0.184713,0.141753,1992000,5300
-2.67415,-2.1945,-2.04237,0.0625984,6.69736,0.186473,0.142124,1993000,5302
-2.67656,-2.19989,-2.06391,0.0659289,6.70721,0.186077,0.141419,1994000,5304
-2.54299,-2.1987,-2.05082,0.0552797,6.55377,0.185032,0.139829,1995000,5307
-2.61193,-2.20191,-2.0788,0.0616228,6.74121,0.185043,0.138796,1996000,5309
-2.47464,-2.22379,-2.0804,0.058068,6.7582,0.187755,0.139967,1997000,5312
-2.70509,-2.22507,-2.07123,0.0623811,6.87878,0.187021,0.139831,1998000,5315
-2.57509,-2.20833,-2.07045,0.0575207,6.63218,0.185963,0.140713,1999000,5319
-2.64217,-2.2164,-2.07533,0.0610502,6.69081,0.182198,0.139922,2000000,5322
-2.68579,-2.19014,-2.06853,0.0649711,6.78055,0.190147,0.141553,2001000,5325
-2.65498,-2.22361,-2.05124,0.0647403,6.66688,0.188355,0.139633,2002000,5328
-2.64597,-2.21226,-2.03355,0.0672739,6.64899,0.184874,0.143093,2003000,5330
-2.54582,-2.19049,-2.07176,0.055183,6.67772,0.18735,0.140508,2004000,5334
-2.61004,-2.21706,-2.10256,0.0654075,6.69199,0.183996,0.138393,2005000,5337
-2.57941,-2.2251,-2.04065,0.0624129,6.63297,0.184578,0.14027,2006000,5340
-2.56972,-2.17317,-2.0651,0.0570356,6.77784,0.185529,0.140608,2007000,5343
-2.52615,-2.21656,-2.05393,0.0585744,6.51908,0.185924,0.139127,2008000,5346
-2.57038,-2.19259,-2.06682,0.0656679,6.66734,0.186734,0.140369,2009000,5349
-2.66876,-2.20952,-2.07826,0.0649091,6.66645,0.186888,0.142631,2010000,5353
-2.73103,-2.22155,-2.0736,0.0716451,6.52203,0.183952,0.138731,2011000,5355
-2.54763,-2.20839,-2.09996,0.058137,6.60648,0.185577,0.139162,2012000,5358
-2.6684,-2.18956,-2.073,0.0676768,6.6694,0.190767,0.142458,2013000,5361
-2.59196,-2.18247,-2.09121,0.0673387,6.68336,0.187554,0.140907,2014000,5363
-2.6016,-2.18683,-2.02522,0.0648416,6.62229,0.184106,0.141821,2015000,5365
-2.65089,-2.21496,-2.05731,0.0631829,6.63484,0.188509,0.140277,2016000,5368
-2.6604,-2.19501,-2.03858,0.0665027,6.67359,0.183659,0.144256,2017000,5371
-2.61429,-2.17352,-2.05547,0.0639591,6.62156,0.184329,0.143505,2018000,5375
-2.59459,-2.21388,-2.02889,0.0642228,6.63134,0.185565,0.141933,2019000,5378
-2.50854,-2.19634,-2.04808,0.0488957,6.73302,0.186569,0.142753,2020000,5388
-2.57045,-2.18444,-2.05147,0.0663877,6.68179,0.185162,0.141087,2021000,5390
-2.61253,-2.1995,-2.08417,0.0656975,6.7356,0.185409,0.141468,2022000,5392
-2.69436,-2.223,-2.06261,0.0639462,6.65639,0.187257,0.138182,2023000,5395
-2.68753,-2.20116,-2.05164,0.0642808,6.73409,0.183504,0.141785,2024000,5398
-2.6441,-2.19964,-2.08058,0.0667805,6.74431,0.187898,0.140208,2025000,5400
-2.56368,-2.21829,-2.04981,0.0565873,6.71027,0.187958,0.139147,2026000,5402
-2.66724,-2.22889,-2.07578,0.0701117,6.66032,0.187373,0.140705,2027000,5404
-2.67135,-2.21627,-2.06108,0.0650185,6.59208,0.184341,0.140244,2028000,5408
-2.61943,-2.21633,-2.06391,0.0675808,6.77142,0.183032,0.140822,2029000,5410
-2.59585,-2.2042,-2.05544,0.0581199,6.73727,0.185013,0.140074,2030000,5413
-2.63983,-2.20573,-2.05704,0.0607076,6.79162,0.182789,0.141974,2031000,5415
-2.59673,-2.19366,-2.08253,0.0613788,6.57704,0.18444,0.140832,2032000,5418
-2.59637,-2.18437,-2.06503,0.0655247,6.67107,0.188007,0.14282,2033000,5421
-2.4575,-2.1893,-2.05919,0.0495294,6.61267,0.183974,0.141484,2034000,5423
-2.54642,-2.19512,-2.05353,0.0595526,6.68686,0.186692,0.140409,2035000,5425
-2.60657,-2.20616,-2.06491,0.0608761,6.60508,0.186691,0.140529,2036000,5427
-2.54895,-2.20979,-2.04321,0.0563896,6.74059,0.187824,0.140232,2037000,5430
-2.68573,-2.21519,-2.05441,0.0655519,6.63659,0.185105,0.139064,2038000,5433
-2.55952,-2.21154,-2.0394,0.0563281,6.74527,0.18461,0.140475,2039000,5435
-2.53842,-2.19427,-2.04876,0.0612958,6.62516,0.187312,0.142434,2040000,5438
-2.59648,-2.21798,-2.09604,0.0603951,6.71122,0.185908,0.140127,2041000,5441
-2.7075,-2.2013,-2.02806,0.0634888,6.69232,0.184625,0.142167,2042000,5443
-2.5648,-2.21057,-2.04515,0.0570255,6.59807,0.18661,0.141542,2043000,5445
-2.54456,-2.22868,-2.05716,0.0637817,6.55427,0.184747,0.140212,2044000,5447
-2.51882,-2.20939,-2.04715,0.0520179,6.70994,0.185884,0.140289,2045000,5450
-2.49327,-2.21051,-2.03743,0.0632148,6.59112,0.185216,0.14101,2046000,5452
-2.64961,-2.1946,-2.04281,0.065746,6.68316,0.183382,0.142662,2047000,5455
-2.57074,-2.20339,-2.0708,0.0613592,6.71791,0.185163,0.141164,2048000,5458
-2.57357,-2.20362,-2.03183,0.0621783,6.71407,0.182509,0.141509,2049000,5461
-2.5573,-2.16768,-2.07249,0.0591992,6.4949,0.184252,0.141163,2050000,5463
-2.61665,-2.20903,-2.06738,0.0663294,6.61068,0.184476,0.141161,2051000,5466
-2.66488,-2.22824,-2.07598,0.0647782,6.63988,0.186724,0.139315,2052000,5468
-2.54919,-2.1945,-2.03558,0.0553406,6.73478,0.186034,0.139493,2053000,5470
-2.66113,-2.1753,-2.06758,0.0651997,6.72495,0.185267,0.139733,2054000,5473
-2.63399,-2.18093,-2.03,0.0595992,6.60656,0.186383,0.141913,2055000,5475
